row_id,#source,#lat_deg,#lon_deg,#report_date,#status_id,#water_source,#water_source_clean,#water_tech_clean,#water_tech,#facility_type,#adm2,#management,#pay,#status,#subjective_quality,#notes,#photo_lnk,water_tech_original,water_source_original,management_clean,management_original,water_source_category,water_tech_category,count,Population,Classification as urban/semi-urban/rural,Income classification,Water demand (lpcd)
186255,"Federal Ministry of Water Resources, Nigeria",6.4311383,4.0072733,10-06-2015 00:00,No,Improved Protected dug well,Protected Shallow Well,Mechanized Pump,Motorised,Improved,Ibeju-Lekki,NA,No,Non-functional Technical breakdown,Acceptable quality,Lekki Free Zone,https://akvoflow-55.s3.amazonaws.com/images/30d83420-b5d8-4415-a3d3-60e57ea21cc2.jpg,motorised,improved protected dug well,NA,NA,Well,Mechanized Pump,1,117542,Urban,High-income,120-150
186040,"Federal Ministry of Water Resources, Nigeria",6.6225327,3.2706728,27-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Alimosho,Other,No,Functional (and in use),Acceptable quality,1 Owoyale  St Aboru,https://akvoflow-55.s3.amazonaws.com/images/bfe01fa3-9986-45ab-8da4-42f685e789dd.jpg,motorised,improved tube well or borehole,Other,other,Well,Mechanized Pump,1,11456783,Semi-urban,Middle-income,70-120
185456,"Federal Ministry of Water Resources, Nigeria",6.4406817,2.9241317,12-05-2015 00:00,No,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Badagry,NA,No,Non-functional Technical breakdown,No because of Colour,Ajara,https://akvoflow-55.s3.amazonaws.com/images/c86eb382-a59e-4004-9016-170307e66c66.jpg,motorised,improved tube well or borehole,NA,NA,Well,Mechanized Pump,1,241437,Rural,Low-income,50-70
185102,"Federal Ministry of Water Resources, Nigeria",6.4415783,2.919435,20-05-2015 00:00,No,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Badagry,NA,No,Non-functional Technical breakdown,No because of Taste,Ibereko,https://akvoflow-55.s3.amazonaws.com/images/9988aa35-01cf-4d83-9a60-e835d14886d4.jpg,motorised,improved tube well or borehole,NA,NA,Well,Mechanized Pump,1,241437,Rural,Low-income,50-70
185762,"Federal Ministry of Water Resources, Nigeria",6.4521617,3.403895,13-05-2015 00:00,No,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Lagos Mainland,NA,No,Non-functional Technical breakdown,No because of Colour,sabo area,https://akvoflow-55.s3.amazonaws.com/images/5c2ade34-0a3b-4f72-bae5-86996f352dff.jpg,motorised,improved tube well or borehole,NA,NA,Well,Mechanized Pump,1,317980,Semi-urban,Middle-income,70-120
186163,"Federal Ministry of Water Resources, Nigeria",6.441205,2.9199833,20-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Badagry,Direct Government Operation,No,Functional (but not in use) Technical breakdown,Acceptable quality,Ibereko,https://akvoflow-55.s3.amazonaws.com/images/9dac5709-0d4a-4636-a981-2f810f55a3c0.jpg,motorised,improved tube well or borehole,Direct Government Operation,direct government operation,Well,Mechanized Pump,1,241437,Rural,Low-income,50-70
185026,"Federal Ministry of Water Resources, Nigeria",6.5700017,3.2810683,26-05-2015 00:00,No,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Alimosho,Direct Government Operation,No,Non-functional Under rehabilitation,No because of Taste,Abeokuta Street Egbe Idimu,https://akvoflow-55.s3.amazonaws.com/images/96c57796-0584-4091-9a6b-32cb88543d95.jpg,motorised,improved tube well or borehole,Direct Government Operation,direct government operation,Well,Mechanized Pump,1,11456783,Semi-urban,Middle-income,70-120
186260,"Federal Ministry of Water Resources, Nigeria",6.556905,3.3488833,18-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Oshodi,Community Management,No,Functional (and in use),Acceptable quality,Oshodi,https://akvoflow-55.s3.amazonaws.com/images/d3910ba8-a23d-4d60-9794-daf886d3f8ab.jpg,motorised,improved tube well or borehole,Community Management,community management,Well,Mechanized Pump,1,1621789,Semi-urban,Middle-income,70-120
185952,"Federal Ministry of Water Resources, Nigeria",6.6700467,3.6796467,30-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Ikorodu,Direct Government Operation,No,Functional (and in use),Acceptable quality,Iradelu off Agudungbun Imota.,https://akvoflow-55.s3.amazonaws.com/images/8f96d1d9-99c9-4395-bc6a-154622245e96.jpg,motorised,improved tube well or borehole,Direct Government Operation,direct government operation,Well,Mechanized Pump,1,535811,Rural,Low-income,50-70
186287,"Federal Ministry of Water Resources, Nigeria",6.523865,3.301265,13-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Oshodi,Direct Government Operation,No,Functional (and in use),Acceptable quality,Ejigbo,https://akvoflow-55.s3.amazonaws.com/images/7b401c51-45a1-4148-af2c-9f3e60a6aa24.jpg,motorised,improved tube well or borehole,Direct Government Operation,direct government operation,Well,Mechanized Pump,1,1621789,Semi-urban,Middle-income,70-120
185901,"Federal Ministry of Water Resources, Nigeria",6.4099633,3.3135017,26-05-2015 00:00,No,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Amuwo-Odofin,NA,No,Non-functional Technical breakdown,No because of Taste,Okun glass,https://akvoflow-55.s3.amazonaws.com/images/de567dee-cffb-440e-b5e4-9fdc45bd331a.jpg,motorised,improved tube well or borehole,NA,NA,Well,Mechanized Pump,1,318576,Semi-urban,Middle-income,70-120
185347,"Federal Ministry of Water Resources, Nigeria",6.5953633,3.26084,26-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Alimosho,Other,No,Functional (and in use),Acceptable quality,Mechanic Village,https://akvoflow-55.s3.amazonaws.com/images/c9e6c4a7-8d9c-4b2b-903a-4b3e2190e479.jpg,motorised,improved tube well or borehole,Other,other,Well,Mechanized Pump,1,11456783,Semi-urban,Middle-income,70-120
185605,"Federal Ministry of Water Resources, Nigeria",6.64959,3.989295,31-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Epe,Institutional Management - School,No,Functional (and in use),Acceptable quality,St.Patrick Grammer School.Odoragunsi,https://akvoflow-55.s3.amazonaws.com/images/ce07c1f0-0c72-4d42-a705-9bec0ac5044c.jpg,motorised,improved tube well or borehole,School Management,institutional management - school,Well,Mechanized Pump,1,181715,Rural,Low-income,50-70
184894,"Federal Ministry of Water Resources, Nigeria",6.5546917,3.2391967,26-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Alimosho,Community Management,No,Functional (and in use),Acceptable quality,Egan grammar sch community,https://akvoflow-55.s3.amazonaws.com/images/def07fec-f209-4909-b673-025605371392.jpg,motorised,improved tube well or borehole,Community Management,community management,Well,Mechanized Pump,1,11456783,Semi-urban,Middle-income,70-120
184908,"Federal Ministry of Water Resources, Nigeria",6.491735,3.3471317,08-06-2015 00:00,Yes,Improved Protected dug well,Protected Shallow Well,Hand Pump,Manual,Improved,Surulere,NA,No,Functional (and in use),Acceptable quality,aiyetoro,https://akvoflow-55.s3.amazonaws.com/images/26ebf021-cb07-47a3-b539-75e925fda817.jpg,manual,improved protected dug well,NA,NA,Well,Hand Pump,1,504409,Semi-urban,Middle-income,70-120
185569,"Federal Ministry of Water Resources, Nigeria",6.619675,3.9861567,31-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Epe,Other,No,Functional and in use but in bad shape,Acceptable quality,Poka Market.,https://akvoflow-55.s3.amazonaws.com/images/99ab5081-51fd-4cb0-884b-143f36ccfa09.jpg,motorised,improved tube well or borehole,Other,other,Well,Mechanized Pump,1,181715,Rural,Low-income,50-70
185601,"Federal Ministry of Water Resources, Nigeria",6.6686567,3.6723783,30-05-2015 00:00,No,Improved Protected dug well,Protected Shallow Well,Mechanized Pump,Motorised,Improved,Ikorodu,NA,No,Non-functional Technical breakdown,No because of Colour,"Odus Bus stop, Imota .",https://akvoflow-55.s3.amazonaws.com/images/abee3889-786c-488c-9678-d46da57b9d73.jpg,motorised,improved protected dug well,NA,NA,Well,Mechanized Pump,1,535811,Rural,Low-income,50-70
185495,"Federal Ministry of Water Resources, Nigeria",6.4167917,3.3147183,26-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Amuwo-Odofin,Other,No,Functional (and in use),Acceptable quality,Igbo Isu,https://akvoflow-55.s3.amazonaws.com/images/74f5f4c5-4de7-49a3-829d-b59ac0d532af.jpg,motorised,improved tube well or borehole,Other,other,Well,Mechanized Pump,1,318576,Semi-urban,Middle-income,70-120
185930,"Federal Ministry of Water Resources, Nigeria",6.4359717,2.89019,20-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Badagry,Other,No,Functional (but not in use) Technical breakdown,Acceptable quality,Ajara Vetho,https://akvoflow-55.s3.amazonaws.com/images/2d704d49-2830-4134-9593-ca6a4e81869a.jpg,motorised,improved tube well or borehole,Other,other,Well,Mechanized Pump,1,241437,Rural,Low-income,50-70
185725,"Federal Ministry of Water Resources, Nigeria",6.5672231,3.2833571,04-06-2015 00:00,No,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Alimosho,NA,No,Non-functional Technical breakdown,Acceptable quality,"Anjorin str, Calvary b/s, Idimu",https://akvoflow-55.s3.amazonaws.com/images/0f09d22d-ff18-4e00-9152-c9b7bfcc8c22.jpg,motorised,improved tube well or borehole,NA,NA,Well,Mechanized Pump,1,11456783,Semi-urban,Middle-income,70-120
186118,"Federal Ministry of Water Resources, Nigeria",6.49507,2.9576517,09-06-2015 00:00,No,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Badagry,Community Management,No,Non-functional Technical breakdown,Acceptable quality,Igborosun,https://akvoflow-55.s3.amazonaws.com/images/c4e98a1d-e5f1-4545-b51d-9f41e6a2c0f6.jpg,motorised,improved tube well or borehole,Community Management,community management,Well,Mechanized Pump,1,241437,Rural,Low-income,50-70
185586,"Federal Ministry of Water Resources, Nigeria",6.44106,3.9039083,05-06-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Ibeju-Lekki,Direct Government Operation,No,Functional (and in use),Acceptable quality,"Orimedu, Ibeju/Lekki",https://akvoflow-55.s3.amazonaws.com/images/f4a30aaf-660c-4cf3-94ad-53e37d6300ff.jpg,motorised,improved tube well or borehole,Direct Government Operation,direct government operation,Well,Mechanized Pump,1,117542,Urban,High-income,120-150
185371,"Federal Ministry of Water Resources, Nigeria",6.666725,3.5722467,31-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Ikorodu,Other,No,Functional (and in use),Acceptable quality,Kosiwahala Bus stop Maya,https://akvoflow-55.s3.amazonaws.com/images/84693b3d-69dc-49f0-bebf-c9238edc7c2f.jpg,motorised,improved tube well or borehole,Other,other,Well,Mechanized Pump,1,535811,Rural,Low-income,50-70
185693,"Federal Ministry of Water Resources, Nigeria",6.5654067,3.2774017,28-05-2015 00:00,No,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Alimosho,NA,No,Non-functional Technical breakdown,Acceptable quality,Shobukola Street,https://akvoflow-55.s3.amazonaws.com/images/4035084e-90ad-4cc9-9c1c-5e071a0564d3.jpg,motorised,improved tube well or borehole,NA,NA,Well,Mechanized Pump,1,11456783,Semi-urban,Middle-income,70-120
185924,"Federal Ministry of Water Resources, Nigeria",6.614595,3.8983867,29-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Epe,Other,No,Functional (and in use),Acceptable quality,Obalende junction Ejirin,https://akvoflow-55.s3.amazonaws.com/images/7bbd0141-8886-4a6f-add6-180d42834d1b.jpg,motorised,improved tube well or borehole,Other,other,Well,Mechanized Pump,1,181715,Rural,Low-income,50-70
186041,"Federal Ministry of Water Resources, Nigeria",6.6616467,3.5192883,01-06-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Ikorodu,Other,Yes Point of collection,Functional (and in use),Acceptable quality,"Ishagamu rd, Odogunyan bus stop",https://akvoflow-55.s3.amazonaws.com/images/19f2448c-9969-4c0d-93a4-96435a74e50a.jpg,motorised,improved tube well or borehole,Other,other,Well,Mechanized Pump,1,535811,Rural,Low-income,50-70
185828,"Federal Ministry of Water Resources, Nigeria",6.4154207,3.008055,10-06-2015 00:00,No,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Badagry,Community Management,No,Non-functional Technical breakdown,Acceptable quality,Apasa,https://akvoflow-55.s3.amazonaws.com/images/fe5ce853-45c7-4ecc-b1dd-ce27331cfc5c.jpg,motorised,improved tube well or borehole,Community Management,community management,Well,Mechanized Pump,1,241437,Rural,Low-income,50-70
185234,"Federal Ministry of Water Resources, Nigeria",6.6065517,3.9906783,30-05-2015 00:00,No,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Epe,NA,No,Non-functional Technical breakdown,Acceptable quality,Omola Road. Odomola,https://akvoflow-55.s3.amazonaws.com/images/56195347-1105-4471-b951-1d24f2283393.jpg,motorised,improved tube well or borehole,NA,NA,Well,Mechanized Pump,1,181715,Rural,Low-income,50-70
184851,"Federal Ministry of Water Resources, Nigeria",6.6105767,3.512195,27-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Ikorodu,Community Management,No,Functional (and in use),Acceptable quality,"sheriff junction, igbogbi road",https://akvoflow-55.s3.amazonaws.com/images/652da533-a678-4cf0-a0b6-435acd5f88c2.jpg,motorised,improved tube well or borehole,Community Management,community management,Well,Mechanized Pump,1,535811,Rural,Low-income,50-70
184903,"Federal Ministry of Water Resources, Nigeria",6.5010383,3.3324983,25-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Surulere,Other,Yes Point of collection,Functional (and in use),Acceptable quality,itirekate,https://akvoflow-55.s3.amazonaws.com/images/7716172a-091c-40a2-8385-3486eb703ee8.jpg,motorised,improved tube well or borehole,Other,other,Well,Mechanized Pump,1,504409,Semi-urban,Middle-income,70-120
186047,"Federal Ministry of Water Resources, Nigeria",6.5780867,3.2780883,26-05-2015 00:00,No,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Alimosho,NA,No,Non-functional Technical breakdown,No because of Taste,Isheri Olofin,https://akvoflow-55.s3.amazonaws.com/images/a453c692-c097-498b-bfd9-d66147291a6a.jpg,motorised,improved tube well or borehole,NA,NA,Well,Mechanized Pump,1,11456783,Semi-urban,Middle-income,70-120
185624,"Federal Ministry of Water Resources, Nigeria",6.5473433,3.3896517,18-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Shomolu,Direct Government Operation,No,Functional (and in use),Acceptable quality,Gbagada Grammar School,https://akvoflow-55.s3.amazonaws.com/images/055738b4-6314-4c61-8d4a-6fea3dda2795.jpg,motorised,improved tube well or borehole,Direct Government Operation,direct government operation,Well,Mechanized Pump,1,402992,Semi-urban,Middle-income,70-120
185637,"Federal Ministry of Water Resources, Nigeria",6.4395667,3.9135817,08-06-2015 00:00,Yes,Improved Tube well or borehole,Protected Spring,NA,Gravity,Improved,Ibeju-Lekki,Direct Government Operation,No,Functional (and in use),No because of Taste,Ibeju Lekki,https://akvoflow-55.s3.amazonaws.com/images/fd5c49cb-10be-41b9-8f91-24c4b1021546.jpg,NA,gravity,Direct Government Operation,direct government operation,Spring,NA,1,117542,Urban,High-income,120-150
185994,"Federal Ministry of Water Resources, Nigeria",6.67289,4.0047833,29-05-2015 00:00,No,Improved Tube well or borehole,Borehole,Hand Pump,Hand pump,Improved,Epe,NA,No,Non-functional Technical breakdown,Acceptable quality,Ajegunle street.Odo Iyangusi.Epe.,https://akvoflow-55.s3.amazonaws.com/images/66d9968e-9166-4905-8e7c-d79d3cd2c340.jpg,hand pump,improved tube well or borehole,NA,NA,Well,Hand Pump,1,181715,Rural,Low-income,50-70
185801,"Federal Ministry of Water Resources, Nigeria",6.6178383,3.29963,28-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Alimosho,Other,No,Functional (and in use),Acceptable quality,Iyana Ipaja,https://akvoflow-55.s3.amazonaws.com/images/1b394fc8-28f4-4312-a886-f510348b5b74.jpg,motorised,improved tube well or borehole,Other,other,Well,Mechanized Pump,1,11456783,Semi-urban,Middle-income,70-120
185360,"Federal Ministry of Water Resources, Nigeria",6.4423983,3.873865,04-06-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Hand Pump,Manual,Improved,Ibeju-Lekki,Institutional Management - School,No,Functional (and in use),Acceptable quality,Magbon,https://akvoflow-55.s3.amazonaws.com/images/a451bbe0-e792-4c8d-9bc3-0b0ec39bfa0d.jpg,manual,improved tube well or borehole,School Management,institutional management - school,Well,Hand Pump,1,117542,Urban,High-income,120-150
185916,"Federal Ministry of Water Resources, Nigeria",6.4989383,3.3488633,07-06-2015 00:00,No,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Surulere,Other,No,Non-functional Technical breakdown,Acceptable quality,"7, adelabu street",https://akvoflow-55.s3.amazonaws.com/images/9b3942c1-7074-4a0f-83c4-74d8b8b30475.jpg,motorised,improved tube well or borehole,Other,other,Well,Mechanized Pump,1,504409,Semi-urban,Middle-income,70-120
185710,"Federal Ministry of Water Resources, Nigeria",6.5902917,3.3928333,16-05-2015 00:00,Yes,Improved Protected dug well,Protected Shallow Well,Hand Pump,Hand pump,Improved,Kosofe,Other,No,Functional (and in use),Acceptable quality,"Bakare  street,Alapeere.",https://akvoflow-55.s3.amazonaws.com/images/329dabc4-1f2b-48ad-8b10-b567b5ee2763.jpg,hand pump,improved protected dug well,Other,other,Well,Hand Pump,1,665421,Semi-urban,Middle-income,70-120
185115,"Federal Ministry of Water Resources, Nigeria",6.4095398,2.7330944,11-06-2015 00:00,No,Improved Tube well or borehole,Borehole,Hand Pump,Hand pump,Improved,Badagry,Community Management,No,Non-functional Technical breakdown,No because of Colour,Kweme,https://akvoflow-55.s3.amazonaws.com/images/086303c7-a987-4767-bacb-247b2fa08ca1.jpg,hand pump,improved tube well or borehole,Community Management,community management,Well,Hand Pump,1,241437,Rural,Low-income,50-70
185984,"Federal Ministry of Water Resources, Nigeria",6.6492512,3.3012916,27-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Alimosho,Private Operator/Delegated Management,Yes Point of collection,Functional (and in use),Acceptable quality,Bello St,https://akvoflow-55.s3.amazonaws.com/images/dc3346d6-b6eb-4360-a500-5bdef8c0594b.jpg,motorised,improved tube well or borehole,Private Operator/Delegated Management,private operator/delegated management,Well,Mechanized Pump,1,11456783,Semi-urban,Middle-income,70-120
184883,"Federal Ministry of Water Resources, Nigeria",6.5756118,3.2851358,04-06-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Alimosho,Community Management,No,Functional (and in use),Acceptable quality,"Pipeline Rd, Idimu",https://akvoflow-55.s3.amazonaws.com/images/cf93bf67-52a8-44ce-bc1f-034ee59508de.jpg,motorised,improved tube well or borehole,Community Management,community management,Well,Mechanized Pump,1,11456783,Semi-urban,Middle-income,70-120
186243,"Federal Ministry of Water Resources, Nigeria",6.4960583,3.384905,18-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Lagos Mainland,Direct Government Operation,Yes Point of collection,Functional (but not in use) Technical breakdown,Acceptable quality,yaba environ,https://akvoflow-55.s3.amazonaws.com/images/0b61d8cb-bcdd-4927-916b-317592947cbb.jpg,motorised,improved tube well or borehole,Direct Government Operation,direct government operation,Well,Mechanized Pump,1,317980,Semi-urban,Middle-income,70-120
186026,"Federal Ministry of Water Resources, Nigeria",6.6166233,3.8905867,30-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Epe,Institutional Management - School,No,Functional (and in use),Acceptable quality,junior school Ejirin,https://akvoflow-55.s3.amazonaws.com/images/43584a4d-d251-4c0d-be7e-01b30817f800.jpg,motorised,improved tube well or borehole,School Management,institutional management - school,Well,Mechanized Pump,1,181715,Rural,Low-income,50-70
185564,"Federal Ministry of Water Resources, Nigeria",6.641185,3.32819,25-05-2015 00:00,No,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Ifako-Ijaye,NA,No,Non-functional Technical breakdown,Acceptable quality,Coker Primary School,https://akvoflow-55.s3.amazonaws.com/images/f5ae108f-1d5b-44c2-b0b5-94fd1c88d093.jpg,motorised,improved tube well or borehole,NA,NA,Well,Mechanized Pump,1,428812,Semi-urban,Middle-income,70-120
186329,"Federal Ministry of Water Resources, Nigeria",6.6472433,3.9134567,29-05-2015 00:00,No,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Epe,NA,No,Non-functional Totally Damages,Acceptable quality,Itun Oke.Igbodu.,https://akvoflow-55.s3.amazonaws.com/images/2c9cd2ec-8a37-4af2-8f41-f88272a17b64.jpg,motorised,improved tube well or borehole,NA,NA,Well,Mechanized Pump,1,181715,Rural,Low-income,50-70
184967,"Federal Ministry of Water Resources, Nigeria",6.6021233,3.944,29-05-2015 00:00,No,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Epe,NA,No,Non-functional Technical breakdown,Acceptable quality,Itemu.Community,https://akvoflow-55.s3.amazonaws.com/images/23ec7155-05d1-4ce0-ac2f-60ba0f8ebe81.jpg,motorised,improved tube well or borehole,NA,NA,Well,Mechanized Pump,1,181715,Rural,Low-income,50-70
185688,"Federal Ministry of Water Resources, Nigeria",6.630195,3.5377833,31-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Ikorodu,Community Management,No,Functional (and in use),Acceptable quality,"Abosede Awolola str, Itamaga",https://akvoflow-55.s3.amazonaws.com/images/f04bae74-4b5a-4e7e-9cd3-fd58b0f49fca.jpg,motorised,improved tube well or borehole,Community Management,community management,Well,Mechanized Pump,1,535811,Rural,Low-income,50-70
185248,"Federal Ministry of Water Resources, Nigeria",6.63386,3.3102417,11-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Agege,Direct Government Operation,No,Functional (and in use),Acceptable quality,oko oba,https://akvoflow-55.s3.amazonaws.com/images/fce55da9-1c8f-4791-92b7-726faca44ea9.jpg,motorised,improved tube well or borehole,Direct Government Operation,direct government operation,Well,Mechanized Pump,1,461123,Semi-urban,Middle-income,70-120
186150,"Federal Ministry of Water Resources, Nigeria",6.58196,3.5891933,16-05-2015 00:00,No,Improved Protected dug well,Protected Shallow Well,Mechanized Pump,Motorised,Improved,Ikeja,NA,No,Non-functional Technical breakdown,Acceptable quality,Abule Eko,https://akvoflow-55.s3.amazonaws.com/images/a8627b9f-25bf-41d2-9dad-036f592b033c.jpg,motorised,improved protected dug well,NA,NA,Well,Mechanized Pump,1,313333,Urban,High-income,120-150
186314,"Federal Ministry of Water Resources, Nigeria",6.6015543,3.2415287,02-06-2015 00:00,No,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Alimosho,NA,No,Non-functional Water quality,No because of Colour,Arefun St,NA,motorised,improved tube well or borehole,NA,NA,Well,Mechanized Pump,1,11456783,Semi-urban,Middle-income,70-120
184923,"Federal Ministry of Water Resources, Nigeria",6.4113133,4.0943267,08-06-2015 00:00,No,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Ibeju-Lekki,Community Management,No,Non-functional Technical breakdown,Acceptable quality,Ibeju Lekki,https://akvoflow-55.s3.amazonaws.com/images/6b617ced-6f69-4d2d-a7ca-a931a9c88334.jpg,motorised,improved tube well or borehole,Community Management,community management,Well,Mechanized Pump,1,117542,Urban,High-income,120-150
184950,"Federal Ministry of Water Resources, Nigeria",6.5346,3.3507183,23-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Mushin,NA,No,Functional (and in use),Acceptable quality,disu,https://akvoflow-55.s3.amazonaws.com/images/41179892-1cc9-42c0-a0c1-de2e57356d88.jpg,motorised,improved tube well or borehole,NA,NA,Well,Mechanized Pump,1,633543,Semi-urban,Middle-income,70-120
185662,"Federal Ministry of Water Resources, Nigeria",6.4965533,3.3848033,19-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Lagos Mainland,NA,Yes Point of collection,Functional (and in use),Acceptable quality,abule ijesha,https://akvoflow-55.s3.amazonaws.com/images/91329497-fc2f-4d6d-9321-f5a372803fdf.jpg,motorised,improved tube well or borehole,NA,NA,Well,Mechanized Pump,1,317980,Semi-urban,Middle-income,70-120
185424,"Federal Ministry of Water Resources, Nigeria",6.5763271,3.2698861,04-06-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Alimosho,Community Management,No,Functional (and in use),Acceptable quality,"Peace estate, Isheri",https://akvoflow-55.s3.amazonaws.com/images/97adfe23-4e2b-4aee-9136-00d8185b0944.jpg,motorised,improved tube well or borehole,Community Management,community management,Well,Mechanized Pump,1,11456783,Semi-urban,Middle-income,70-120
184999,"Federal Ministry of Water Resources, Nigeria",6.44043,3.88433,04-06-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Ibeju-Lekki,Private Operator/Delegated Management,No,Functional (and in use),Acceptable quality,Magbon Ilado,https://akvoflow-55.s3.amazonaws.com/images/befa4ee9-1f50-4014-b34b-504c0bcc80b3.jpg,motorised,improved tube well or borehole,Private Operator/Delegated Management,private operator/delegated management,Well,Mechanized Pump,1,117542,Urban,High-income,120-150
185417,"Federal Ministry of Water Resources, Nigeria",6.45798,3.3120517,27-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Amuwo-Odofin,Institutional Management - School,No,Functional (and in use),Acceptable quality,Mile 2,https://akvoflow-55.s3.amazonaws.com/images/2507557a-eab8-4b82-bc1c-4070a093eaac.jpg,motorised,improved tube well or borehole,School Management,institutional management - school,Well,Mechanized Pump,1,318576,Semi-urban,Middle-income,70-120
186009,"Federal Ministry of Water Resources, Nigeria",6.5706933,3.2849,28-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Alimosho,Other,No,Functional (and in use),Acceptable quality,Egbe Idimu,https://akvoflow-55.s3.amazonaws.com/images/cc0d73c9-6d16-481c-a67b-ae1ee3a282be.jpg,motorised,improved tube well or borehole,Other,other,Well,Mechanized Pump,1,11456783,Semi-urban,Middle-income,70-120
186114,"Federal Ministry of Water Resources, Nigeria",6.6641183,3.285885,01-06-2015 00:00,Yes,Improved Protected dug well,Protected Shallow Well,Mechanized Pump,Motorised,Improved,Alimosho,Direct Government Operation,No,Functional (and in use),Acceptable quality,Adeogun Close Agbado Ijaye,https://akvoflow-55.s3.amazonaws.com/images/a51bf482-059c-44e1-b1f0-ed05e6f6bbcc.jpg,motorised,improved protected dug well,Direct Government Operation,direct government operation,Well,Mechanized Pump,1,11456783,Semi-urban,Middle-income,70-120
185720,"Federal Ministry of Water Resources, Nigeria",6.5790583,3.2822417,28-05-2015 00:00,No,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Alimosho,NA,No,Non-functional Technical breakdown,Acceptable quality,Showonuola Street,NA,motorised,improved tube well or borehole,NA,NA,Well,Mechanized Pump,1,11456783,Semi-urban,Middle-income,70-120
